523	297	539	250
523	297	539	250
251	278	277	295
383	527	437	535
715	590	715	588
337	568	338	568
567	438	583	430
285	531	285	531
798	536	798	536
457	473	585	460
477	460	512	454
412	404	483	408
554	457	572	447
554	457	572	447
581	456	512	454
581	456	512	454
448	404	515	404
478	403	515	404
398	589	398	589
542	144	511	149
739	304	699	303
619	131	510	115
399	127	449	127
317	597	317	597
579	479	596	465
685	590	684	590
534	381	583	379
651	586	651	586
518	405	612	399
438	405	506	407
487	405	612	399
468	405	506	407
467	470	507	466
467	470	507	466
585	478	514	472
143	97	143	97
474	478	514	472
724	282	688	285
288	597	288	597
141	181	141	182
461	473	590	460
536	375	583	373
574	456	505	453
403	230	452	244
390	357	520	357
560	456	593	439
149	2	149	2
403	376	476	381
565	137	595	153
399	363	562	363
624	506	637	484
571	355	695	335
347	282	395	307
683	588	683	588
584	484	601	469
728	291	691	293
619	587	619	587
626	587	626	587
616	123	621	143
562	398	536	398
435	317	553	345
541	139	510	144
542	104	513	108
546	139	570	152
562	363	695	335
584	480	601	463
641	358	464	361
552	480	571	465
561	461	505	458
657	565	657	565
657	565	657	565
513	397	536	398
539	116	510	121
623	395	536	398
450	198	611	164
477	106	517	114
