278	247	281	269
523	242	514	234
387	268	398	285
667	528	681	534
665	536	681	534
714	590	714	590
338	568	338	568
798	536	798	537
622	585	622	585
735	582	735	582
438	242	659	163
398	589	398	589
317	597	317	597
397	587	397	587
685	590	684	590
685	590	684	590
141	160	141	160
701	566	701	566
651	586	651	586
143	97	143	97
482	202	463	204
538	203	492	200
539	198	493	194
149	2	149	2
678	564	678	564
697	557	697	557
466	431	625	193
626	587	626	587
679	559	679	559
679	559	679	559
619	587	619	587
683	588	683	588
687	563	687	563
707	559	707	559
488	332	474	414
703	563	703	563
484	331	485	335
553	194	502	188
538	207	492	203
634	247	658	239
639	567	639	567
553	209	717	609
553	209	717	609
568	236	510	230
657	565	657	565
657	565	657	565
535	460	491	461
646	566	646	566
